	English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
3612	disappointment	0	0	1	0	0	1	0	1	0	0
3613	disapproval	0	0	0	0	0	1	0	1	0	0
3614	disapprove	1	0	1	1	0	1	0	1	0	0
3615	disapproved	1	0	0	0	0	1	0	1	0	0
3616	disapproving	1	0	1	0	0	1	0	1	0	0
3619	disaster	1	0	1	1	0	1	0	1	1	0
3620	disastrous	1	0	0	1	0	1	0	1	0	0
3623	disbelieve	0	0	0	0	0	1	0	0	0	0
3628	discards	0	0	0	0	0	1	0	0	0	0
3633	discharge	0	0	0	0	0	1	0	0	0	0
3634	disciple	0	0	0	0	0	0	0	0	0	1
3635	discipline	0	0	0	1	0	1	0	0	0	0
3636	disclaim	1	0	1	0	0	1	0	0	0	1
3639	disclosed	0	0	0	0	0	0	0	0	0	1
3641	discoloration	0	0	1	0	0	1	0	0	0	0
3642	discolored	0	0	1	0	0	1	0	1	0	0
3643	discomfort	0	0	0	0	0	1	0	1	0	0
3644	disconnect	0	0	0	0	0	1	0	1	0	0
3645	disconnected	0	0	0	0	0	1	0	1	0	0
3646	disconnection	0	0	0	0	0	1	0	0	0	0
3647	discontent	1	0	1	1	0	1	0	1	0	0
3649	discontinue	0	0	0	0	0	1	0	0	0	0
3650	discontinuity	0	0	1	1	0	1	0	1	0	0
3652	discord	1	0	1	0	0	1	0	0	0	0
3655	discourage	0	0	0	1	0	1	0	1	0	0
3657	discouragement	0	0	0	0	0	1	0	0	0	0
3660	discovery	0	0	0	0	0	0	1	0	0	0
3661	discredit	0	0	0	0	0	1	0	0	0	0
3662	discreet	0	1	0	0	0	0	1	0	0	0
3665	discretion	0	1	0	0	0	0	1	0	0	1
3666	discretionary	0	0	0	0	0	0	1	0	0	0
3667	discriminate	1	0	0	0	0	1	0	1	0	0
3668	discriminating	0	0	1	0	0	1	0	0	0	0
3669	discrimination	1	0	1	1	0	1	0	1	0	0
3672	discussion	0	0	0	0	0	0	1	0	0	0
3673	disdain	1	0	1	0	0	1	0	0	0	0
3674	disease	1	0	1	1	0	1	0	1	0	0
3675	diseased	0	0	1	1	0	1	0	1	0	0
3676	disembodied	0	0	0	1	0	1	0	1	0	0
3678	disengagement	0	0	0	0	0	1	0	0	0	0
3679	disfigured	1	0	1	1	0	1	0	1	0	0
3680	disgrace	1	0	1	0	0	1	0	1	0	0
3681	disgraced	1	0	1	0	0	1	0	1	0	0
3682	disgraceful	1	0	1	0	0	1	0	0	0	0
3683	disgruntled	1	0	1	0	0	1	0	1	0	0
3686	disgust	1	0	1	1	0	1	0	1	0	0
3687	disgusting	1	0	1	1	0	1	0	0	0	0
3689	disheartened	0	0	0	0	0	1	0	1	0	0
3690	disheartening	0	0	0	0	0	1	0	1	0	0
3691	dishonest	1	0	1	0	0	1	0	1	0	0
3692	dishonesty	0	0	1	0	0	1	0	0	0	0
3693	dishonor	1	0	1	1	0	1	0	1	0	0
3694	disillusionment	1	0	1	0	0	1	0	1	0	0
3697	disinfection	0	0	0	0	0	0	1	0	0	0
3698	disinformation	1	0	0	1	0	1	0	0	0	0
3699	disingenuous	0	0	1	0	0	1	0	0	0	0
3700	disintegrate	0	0	1	1	0	1	0	0	0	0
3701	disintegration	0	0	0	0	0	1	0	0	0	0
3702	disinterested	0	0	0	0	0	1	0	0	0	0
3708	dislike	1	0	1	0	0	1	0	0	0	0
3709	disliked	1	0	0	0	0	1	0	1	0	0
3710	dislocated	1	0	1	1	0	1	0	1	0	0
3713	dismal	0	0	1	1	0	1	0	1	0	0
3714	dismay	1	1	0	1	0	1	0	1	1	0
3715	dismemberment	0	0	1	1	0	1	0	1	0	0
3717	dismissal	1	0	1	1	0	1	0	1	1	0
3719	disobedience	1	0	1	0	0	1	0	0	0	0
3720	disobedient	1	0	0	0	0	1	0	0	0	0
3721	disobey	1	0	1	0	0	1	0	0	0	0
3722	disorder	0	0	0	1	0	1	0	0	0	0
3723	disorderly	0	0	0	0	0	1	0	0	0	0
3724	disorganized	0	0	0	0	0	1	0	0	0	0
3725	disparage	1	0	1	0	0	1	0	1	0	0
3726	disparaging	1	0	1	0	0	1	0	1	0	0
3728	disparity	1	0	1	0	0	1	0	1	0	0
3729	dispassionate	0	0	0	0	0	1	0	1	0	0
3731	dispel	0	0	0	0	0	1	0	1	0	0
3736	dispersion	0	0	0	0	0	1	0	0	0	0
3737	displace	0	0	0	0	0	1	0	0	0	0
3738	displaced	1	0	0	1	0	0	0	1	0	0
3741	displeased	1	0	1	1	0	1	0	1	0	0
3742	displeasure	0	0	1	0	0	1	0	0	0	0
3743	disposal	0	0	0	0	0	1	0	0	0	0
3744	dispose	0	0	1	0	0	0	0	0	0	0
3745	disposed	0	1	0	0	0	0	1	0	0	1
3747	dispossessed	1	0	0	1	0	1	0	1	0	0
3749	dispute	1	0	0	0	0	1	0	0	0	0
3750	disqualification	0	0	0	0	0	1	0	0	0	0
3751	disqualified	1	0	1	0	0	1	0	1	0	0
3752	disqualify	0	0	0	0	0	1	0	1	0	0
3753	disregard	0	0	0	0	0	1	0	0	0	0
3754	disregarded	0	0	1	0	0	1	0	0	0	0
3755	disreputable	1	0	1	1	0	1	0	0	0	0
3757	disrespect	1	0	0	0	0	1	0	0	0	0
3758	disrespectful	1	0	1	1	0	1	0	1	0	0
3759	disruption	1	0	0	1	0	1	0	0	1	0
3760	dissatisfaction	0	0	0	0	0	1	0	0	0	0
3763	dissection	0	0	1	0	0	0	0	0	0	0
3764	disseminate	0	0	0	0	0	0	1	0	0	0
3766	dissension	1	0	0	0	0	1	0	0	0	0
3768	dissenting	0	0	0	0	0	1	0	0	0	0
3770	disservice	1	0	1	0	0	1	0	1	0	0
3771	dissident	1	0	0	1	0	1	0	0	0	0
3776	dissolution	1	0	0	1	0	1	0	1	1	0
3778	dissonance	1	0	0	0	0	1	0	0	0	0
3783	distaste	0	0	1	0	0	1	0	0	0	0
3784	distasteful	0	0	1	0	0	1	0	0	0	0
3786	distillation	0	0	0	0	0	0	1	0	0	0
3787	distinction	0	0	0	0	0	0	1	0	0	0
3793	distorted	0	0	1	0	0	1	0	0	0	0
3794	distortion	0	0	0	0	0	1	0	0	0	0
3795	distract	0	0	0	0	0	1	0	0	0	0
3796	distracted	1	0	0	0	0	1	0	0	0	0
3797	distracting	1	1	0	0	0	1	0	0	0	0
3798	distraction	0	0	0	0	0	1	0	0	0	0
3799	distraught	0	0	0	0	0	1	0	1	0	0
3800	distress	1	0	1	1	0	1	0	1	1	0
3801	distressed	0	0	0	1	0	1	0	0	0	0
3802	distressing	1	0	0	1	0	1	0	0	0	0
3806	distrust	1	0	1	1	0	1	0	0	0	0
3807	disturbance	1	0	0	1	0	1	0	1	1	0
3808	disturbed	1	0	0	0	0	1	0	1	0	0
3809	disuse	0	0	0	0	0	1	0	0	0	0
3810	disused	1	0	0	0	0	1	0	0	0	0
3813	ditty	0	0	0	0	1	0	1	0	0	0
3815	divan	0	0	0	0	0	0	0	0	0	1
3820	divergent	0	0	0	0	0	1	0	0	1	0
3823	diverse	0	0	0	0	0	1	1	0	0	0
3824	diversified	0	0	0	0	0	0	1	0	0	0
3826	diversion	0	0	0	0	0	0	1	0	1	0
3831	divested	0	0	0	0	0	1	0	0	0	0
3832	divestment	0	0	0	0	0	1	0	0	0	0
3836	divination	0	1	0	0	0	0	0	0	0	0
3838	divinity	0	0	0	0	0	0	1	0	0	0
3842	divorce	1	0	1	1	0	1	0	1	1	1
3844	dizziness	0	0	0	0	0	1	0	0	0	0
3845	dizzy	0	0	0	0	0	1	0	0	0	0
3848	docked	0	0	0	0	0	1	0	0	0	0
3850	doctor	0	0	0	0	0	0	1	0	0	1
3852	doctrine	0	0	0	0	0	0	0	0	0	1
3858	doer	0	0	0	0	0	0	1	0	0	0
3860	dogged	0	0	0	0	0	0	1	0	0	0
3861	dogma	0	0	0	0	0	0	0	0	0	1
3864	doit	0	0	0	0	0	1	0	0	0	0
3865	doldrums	0	0	0	0	0	1	0	1	0	0
3866	dole	0	0	0	0	0	1	0	1	0	0
3867	doll	0	0	0	0	1	0	0	0	0	0
3869	dolor	0	0	0	0	0	1	0	1	0	0
3870	dolphin	0	0	0	0	1	0	1	0	1	1
3879	dominant	0	0	0	1	0	1	0	0	0	0
3880	dominate	1	0	0	1	0	1	1	0	0	0
3882	domination	1	0	0	1	0	1	0	1	0	0
3883	dominion	0	0	0	1	0	0	0	0	0	1
3885	don	0	0	0	0	0	0	1	0	0	1
3886	donation	0	0	0	0	0	0	1	0	0	0
3887	donkey	0	0	1	0	0	1	0	0	0	0
3889	doodle	0	0	0	0	0	1	0	0	0	0
3890	doom	0	0	0	1	0	1	0	0	0	0
3891	doomed	0	0	0	1	0	1	0	1	0	0
3892	doomsday	1	1	1	1	0	1	0	1	0	0
3905	doubt	0	0	0	1	0	1	0	1	0	1
3906	doubtful	0	0	0	0	0	1	0	0	0	0
3907	doubting	0	0	0	0	0	1	0	0	0	0
3908	doubtless	0	0	0	0	0	0	1	0	0	1
3909	douche	0	0	0	0	0	1	0	0	0	0
3912	dour	0	0	0	0	0	1	0	0	0	0
3913	dove	0	1	0	0	1	0	1	0	0	1
3915	downfall	0	0	0	1	0	1	0	1	0	0
3918	downright	0	0	0	0	0	0	0	0	0	1
3919	downy	0	0	0	0	0	0	1	0	0	0
3923	drab	0	0	0	0	0	1	0	1	0	0
3924	draft	0	1	0	0	0	0	0	0	0	0
3926	dragon	0	0	0	1	0	0	0	0	0	0
3928	drainage	0	0	0	0	0	1	0	0	0	0
3938	drawback	0	0	0	0	0	1	0	0	0	0
3942	dread	0	1	0	1	0	1	0	0	0	0
3943	dreadful	1	1	1	1	0	1	0	1	0	0
3944	dreadfully	0	0	1	1	0	1	0	1	1	0
3949	dreary	0	0	0	0	0	1	0	1	0	0
3960	drinking	0	0	0	0	0	1	0	0	0	0
3963	drivel	0	0	1	0	0	1	0	0	0	0
3968	drone	0	0	0	0	0	1	0	0	0	0
3969	drool	0	0	1	0	0	0	0	0	0	0
3970	drooping	0	0	0	0	0	1	0	0	0	0
3973	drought	0	0	0	0	0	1	0	0	0	0
3975	drown	0	0	0	1	0	1	0	1	0	0
3976	drowsiness	0	0	0	0	0	1	0	0	0	0
3978	drudgery	0	0	0	0	0	1	0	0	0	0
3980	drugged	0	0	0	0	0	0	0	1	0	0
3986	drunken	0	0	1	0	0	1	0	0	0	0
3987	drunkenness	0	0	0	0	0	1	0	0	0	0
3994	dubious	0	0	0	1	0	1	0	0	0	1
4000	duel	1	1	0	1	0	0	0	0	0	0
4002	duet	0	0	0	0	0	0	1	0	0	0
4004	duke	0	0	0	0	0	0	1	0	0	0
4005	dull	0	0	0	0	0	1	0	1	0	0
4006	dumb	0	0	0	0	0	1	0	0	0	0
4007	dummy	0	0	0	0	0	1	0	0	0	0
4009	dumps	1	0	0	0	0	1	0	1	0	0
4010	dun	0	0	0	0	0	1	0	0	0	0
4012	dung	0	0	1	0	0	0	0	0	0	0
4013	dungeon	0	0	0	1	0	1	0	0	0	0
4015	dupe	1	0	0	0	0	1	0	0	0	0
4019	duplicity	1	0	0	0	0	1	0	0	0	0
4020	durability	0	0	0	0	0	0	1	0	0	1
4021	durable	0	0	0	0	0	0	1	0	0	1
4023	duress	1	0	1	1	0	1	0	1	0	0
4026	dust	0	0	0	0	0	1	0	0	0	0
4029	dutiful	0	1	0	0	0	0	1	0	0	1
4031	dwarfed	0	0	0	1	0	1	0	1	0	0
4036	dying	1	0	1	1	0	1	0	1	0	0
4038	dynamic	0	0	0	0	0	0	0	0	1	0
4043	dysentery	0	0	1	0	0	1	0	1	0	0
4045	eager	0	1	0	0	1	0	1	0	1	1
4046	eagerness	0	1	0	0	1	0	1	0	0	1
4047	eagle	0	0	0	0	0	0	0	0	0	1
4049	earl	0	0	0	0	0	0	1	0	0	0
4052	earn	0	0	0	0	0	0	1	0	0	0
4053	earnest	0	0	0	0	0	0	1	0	0	0
4054	earnestly	0	0	0	0	0	0	1	0	0	0
4055	earnestness	0	0	0	0	0	0	1	0	0	0
4062	earthquake	1	0	0	1	0	1	0	1	1	0
4064	ease	0	0	0	0	0	0	1	0	0	0
4066	easement	0	0	0	0	0	0	1	0	0	0
4069	easygoing	0	0	0	0	0	0	1	0	0	0
4070	eat	0	0	0	0	0	0	1	0	0	0
4072	eavesdropping	0	0	0	0	0	1	0	0	0	0
4084	economy	0	0	0	0	0	0	0	0	0	1
4085	ecstasy	0	1	0	0	1	0	1	0	0	0
4086	ecstatic	0	1	0	0	1	0	1	0	1	0
4092	edict	0	0	0	1	0	1	0	0	0	0
4093	edification	0	1	0	0	1	0	1	0	0	1
4096	edition	0	1	0	0	0	0	0	0	0	0
4099	educate	0	0	0	0	0	0	1	0	0	0
4100	educated	0	0	0	0	0	0	1	0	0	0
4102	educational	0	0	0	0	0	0	1	0	0	1
4103	eel	0	0	0	1	0	0	0	0	0	0
4105	effective	0	0	0	0	0	0	1	0	0	1
4110	effeminate	0	0	0	0	0	1	0	0	0	0
4112	efficacy	0	0	0	0	0	0	1	0	0	0
4113	efficiency	0	0	0	0	0	0	1	0	0	0
4114	efficient	0	1	0	0	0	0	1	0	0	1
4115	effigy	1	0	0	0	0	0	0	0	0	0
4116	effort	0	0	0	0	0	0	1	0	0	0
4120	egotistical	0	0	1	0	0	1	0	0	0	0
4121	egregious	1	0	1	0	0	1	0	0	0	0
4126	ejaculation	0	1	0	0	1	0	1	0	1	1
4127	eject	0	0	0	0	0	1	0	0	0	0
4128	ejection	0	0	0	0	0	1	0	0	0	0
4130	elaboration	0	0	0	0	0	0	1	0	0	0
4136	elated	0	0	0	0	1	0	1	0	0	0
4137	elbow	1	0	0	0	0	0	0	0	0	0
4139	elder	0	0	0	0	0	0	1	0	0	1
4140	elders	0	0	0	0	0	0	1	0	0	1
4142	elect	0	0	0	0	0	0	1	0	0	1
4145	electorate	0	0	0	0	0	0	0	0	0	1
4146	electric	0	0	0	0	1	0	1	0	1	0
4147	electricity	0	0	0	0	0	0	1	0	0	0
4148	elegance	0	1	0	0	1	0	1	0	0	1
4149	elegant	0	0	0	0	1	0	1	0	0	0
4155	elevation	0	1	0	1	1	0	1	0	0	1
4159	elf	1	0	1	1	0	0	0	0	0	0
4161	eligible	0	0	0	0	0	0	1	0	0	0
4162	elimination	1	0	1	1	0	1	0	1	0	0
4163	elite	0	1	0	0	1	0	1	0	0	1
4173	eloquence	0	0	0	0	0	0	1	0	0	0
4174	eloquent	0	0	0	0	0	0	1	0	0	0
4175	elucidate	0	0	0	0	0	0	1	0	0	1
4178	elusive	0	0	0	0	0	1	0	0	1	0
4179	emaciated	0	0	0	1	0	1	0	1	0	0
4181	emancipation	0	1	0	0	1	0	1	0	0	0
4183	embargo	0	0	0	0	0	1	0	0	0	0
4185	embarrass	0	0	0	0	0	1	0	1	0	0
4186	embarrassing	0	0	0	0	0	1	0	0	0	0
4187	embarrassment	0	0	0	1	0	1	0	1	1	0
4193	embezzlement	0	0	0	0	0	1	0	0	0	0
4197	embolism	0	0	0	1	0	1	0	1	0	0
4199	embrace	0	1	0	0	1	0	1	0	1	1
4202	embroiled	0	0	0	0	0	1	0	0	0	0
4208	emergency	0	0	0	1	0	1	0	1	1	0
4209	emeritus	0	0	0	0	0	0	1	0	0	0
4212	eminence	0	0	0	0	0	0	1	0	0	1
4213	eminent	0	0	0	0	0	0	1	0	0	0
4214	eminently	0	0	0	0	0	0	1	0	0	0
4215	emir	0	0	0	0	0	0	1	0	0	0
4221	empathy	0	0	0	0	0	0	1	0	0	0
4224	emphasize	0	0	0	0	0	0	0	0	0	1
4229	employ	0	0	0	0	0	0	0	0	0	1
4233	empower	0	0	0	0	0	0	1	0	0	0
4235	emptiness	0	0	0	0	0	0	0	1	0	0
4238	emulate	0	0	0	0	0	0	1	0	0	0
4240	enable	0	0	0	0	0	0	1	0	0	1
4241	enablement	0	0	0	0	0	0	1	0	0	1
4246	enchant	0	1	0	0	1	0	1	0	1	0
4247	enchanted	0	0	0	0	1	0	1	0	0	1
4248	enchanting	0	1	0	0	1	0	1	0	0	0
4252	enclave	0	0	0	0	0	1	0	0	0	0
4256	encore	0	0	0	0	0	0	1	0	0	0
4258	encourage	0	0	0	0	1	0	1	0	0	1
4259	encouragement	0	0	0	0	0	0	1	0	0	0
4261	encroachment	0	0	0	1	0	1	0	0	0	0
4263	encumbrance	1	0	0	1	0	1	0	1	0	0
4264	encyclopedia	0	0	0	0	0	0	1	0	0	1
4266	endanger	0	1	0	1	0	1	0	0	0	0
4267	endangered	0	0	0	1	0	1	0	0	0	0
4268	endeavor	0	1	0	0	0	0	1	0	0	0
4270	endemic	0	0	1	1	0	1	0	1	0	0
4272	endless	1	0	0	1	1	1	1	1	0	1
4273	endocarditis	0	0	0	1	0	0	0	1	0	0
4275	endow	0	0	0	0	0	0	1	0	0	1
4276	endowed	0	0	0	0	0	0	1	0	0	0
4277	endowment	0	0	0	0	0	0	1	0	0	1
4280	endurance	0	0	0	0	0	0	1	0	0	0
4281	endure	0	0	0	0	0	0	1	0	0	0
4282	enema	0	0	1	0	0	0	0	0	0	0
4283	enemy	1	0	1	1	0	1	0	0	0	0
4284	energetic	0	0	0	0	0	0	1	0	0	0
4286	enforce	1	0	0	1	0	1	1	0	0	0
4287	enforcement	0	0	0	0	0	1	0	0	0	0
4289	engaged	0	1	0	0	1	0	1	0	0	1
4291	engaging	0	0	0	0	1	0	1	0	0	1
4302	engulf	0	1	0	0	0	0	0	0	0	0
4303	enhance	0	0	0	0	0	0	1	0	0	0
4305	enigmatic	0	0	0	1	0	1	0	0	0	0
4307	enjoy	0	1	0	0	1	0	1	0	0	1
4308	enjoying	0	1	0	0	1	0	1	0	0	1
4311	enlighten	0	0	0	0	1	0	1	0	0	1
4312	enlightenment	0	0	0	0	1	0	1	0	0	1
4314	enliven	0	0	0	0	1	0	1	0	1	1
4315	enmity	1	0	0	1	0	1	0	1	0	0
4319	enrich	0	0	0	0	0	0	1	0	0	0
4320	enroll	0	1	0	0	0	0	0	0	0	1
4321	ensemble	0	0	0	0	0	0	1	0	0	1
4322	ensign	0	0	0	0	0	0	1	0	0	0
4323	enslave	0	0	0	0	0	1	0	0	0	0
4324	enslaved	1	0	1	1	0	1	0	1	0	0
4325	enslavement	0	0	0	0	0	1	0	0	0	0
4329	entangled	1	0	1	1	0	1	0	1	0	0
4330	entanglement	0	0	0	0	0	1	0	0	0	0
4333	enterprising	0	0	0	0	0	0	1	0	0	0
4334	entertain	0	0	0	0	1	0	1	0	0	0
4335	entertained	0	0	0	0	1	0	1	0	0	0
4336	entertaining	0	1	0	0	1	0	1	0	0	0
4337	entertainment	0	1	0	0	1	0	1	0	1	1
4338	enthusiasm	0	1	0	0	1	0	1	0	1	0
4339	enthusiast	0	1	0	0	1	0	1	0	1	0
4346	entrails	0	0	1	0	0	1	0	0	0	0
4351	entrust	0	0	0	0	0	0	0	0	0	1
4356	envious	0	0	0	0	0	1	0	0	0	0
4357	environ	0	0	0	0	0	0	1	0	0	0
4363	ephemeris	0	0	0	0	0	0	1	0	0	0
4364	epic	0	0	0	0	0	0	1	0	0	0
4365	epidemic	1	1	1	1	0	1	0	1	1	0
4367	epilepsy	0	0	0	0	0	1	0	0	0	0
4369	episcopal	0	0	0	0	0	0	0	0	0	1
4373	epitaph	0	0	0	0	0	0	0	1	0	0
4375	epitome	0	0	0	0	0	0	1	0	0	0
4378	equality	0	0	0	0	1	0	1	0	0	1
4381	equally	0	0	0	0	0	0	1	0	0	0
4389	equilibrium	0	0	0	0	0	0	1	0	0	0
4393	equity	0	0	0	0	0	0	1	0	0	0
4398	eradicate	1	0	0	0	0	1	0	0	0	0
4399	eradication	1	0	1	1	0	1	0	0	0	0
4400	erase	0	0	0	1	0	1	0	0	0	0
4407	erosion	0	0	0	0	0	1	0	0	0	0
4408	erotic	0	1	0	0	1	1	1	0	1	1
4409	err	0	0	0	0	0	1	0	0	0	0
4410	errand	0	1	0	0	0	0	1	0	0	1
4411	errant	0	0	0	0	0	1	0	0	0	0
4412	erratic	0	0	0	0	0	1	0	0	1	0
4413	erratum	0	0	0	0	0	1	0	0	0	0
4414	erroneous	0	0	0	0	0	1	0	0	0	0
4415	error	0	0	0	0	0	1	0	1	0	0
4417	erudite	0	0	0	0	0	0	1	0	0	0
4418	erupt	1	0	0	0	0	1	0	0	1	0
4419	eruption	1	0	0	1	0	1	0	0	1	0
4421	escalate	1	0	0	0	0	1	0	0	0	0
4423	escape	0	1	0	1	0	1	1	0	0	0
4424	escaped	0	0	0	1	0	0	0	0	0	0
4426	eschew	1	0	0	0	0	1	0	1	0	0
4427	escort	0	0	0	0	0	0	0	0	0	1
4430	espionage	0	0	0	0	0	1	0	0	0	0
4432	esprit	0	0	0	0	0	0	1	0	0	0
4436	essential	0	0	0	0	0	0	1	0	0	0
4438	establish	0	0	0	0	0	0	0	0	0	1
4439	established	0	0	0	0	1	0	1	0	0	0
4442	esteem	0	0	0	0	1	0	1	1	0	1
4443	esthetic	0	0	0	0	0	0	1	0	0	0
4447	estranged	0	0	0	0	0	1	0	0	0	0
4456	ethereal	0	0	0	1	0	0	0	0	0	0
4457	ethical	0	0	0	0	0	0	1	0	0	0
4458	ethics	0	0	0	0	0	0	1	0	0	0
4467	euthanasia	0	0	0	1	0	1	0	1	0	0
4468	evacuate	0	0	0	1	0	1	0	0	0	0
4469	evacuation	0	0	0	0	0	1	0	0	0	0
4470	evade	1	0	1	1	0	1	0	0	0	0
4472	evanescence	0	0	0	0	0	0	0	1	1	0
4477	evasion	0	0	0	1	0	1	0	1	0	0
4482	eventual	0	1	0	0	0	0	0	0	0	0
4483	eventuality	0	1	0	1	0	0	0	0	0	0
4484	evergreen	0	0	0	0	1	0	1	0	0	1
4485	everlasting	0	0	0	0	0	0	1	0	0	0
4488	evict	0	0	0	0	0	1	0	1	0	0
4489	eviction	1	0	1	1	0	1	0	1	0	0
4491	evident	0	0	0	0	0	0	1	0	0	1
4492	evil	1	0	1	1	0	1	0	1	0	0
4494	evolution	0	0	0	0	0	0	1	0	0	0
4497	exacerbate	0	0	0	0	0	1	0	0	0	0
4498	exacerbation	1	0	0	1	0	1	0	0	0	0
4499	exacting	0	0	0	0	0	1	0	0	0	0
4500	exaggerate	1	0	0	0	0	1	0	0	0	0
4501	exaggerated	0	0	0	0	0	1	0	0	0	0
4503	exalt	0	1	0	0	1	0	1	0	0	1
4504	exaltation	0	0	0	0	1	0	1	0	0	1
4505	exalted	0	0	0	0	1	0	1	0	0	1
4507	examination	0	0	0	1	0	1	0	0	1	0
4510	exasperation	1	0	1	0	0	1	0	0	0	0
4512	excavation	0	1	0	0	0	1	0	0	1	0
4514	exceed	0	1	0	0	1	0	1	0	0	0
4516	excel	0	1	0	0	1	0	1	0	1	1
4517	excellence	0	0	1	0	1	0	1	0	0	1
4518	excellent	0	0	0	0	1	0	1	0	0	1
4522	excess	0	0	0	0	0	1	0	0	0	0
4525	exchange	0	0	0	0	0	0	1	0	0	1
4526	excise	0	0	0	0	0	1	0	0	0	0
4529	excitable	0	0	0	0	0	0	1	0	0	0
4530	excitation	1	1	0	1	1	0	1	0	1	0
4531	excite	1	1	0	1	1	0	1	0	1	0
4532	excited	0	1	0	0	1	0	1	0	1	1
4533	excitement	0	1	0	0	1	0	1	0	1	0
4534	exciting	0	1	0	0	1	0	1	0	1	0
4535	exclaim	0	0	0	0	0	0	0	0	1	0
4536	excluded	0	0	1	0	0	1	0	1	0	0
4537	excluding	0	0	0	0	0	1	0	1	0	0
4538	exclusion	0	0	1	1	0	1	0	1	0	0
4539	excrement	0	0	1	0	0	1	0	0	0	0
4540	excretion	0	0	1	0	0	0	0	0	0	0
4541	excruciating	0	0	0	1	0	1	0	0	0	0
4543	excuse	0	0	0	0	0	1	0	0	0	0
4545	execution	1	0	0	1	0	1	0	1	0	1
4546	executioner	1	0	0	1	0	1	0	1	0	0
4548	executor	0	0	0	0	0	0	0	0	0	1
4551	exemplary	0	0	0	0	0	0	1	0	0	0
4554	exemption	0	0	0	0	0	0	1	0	0	0
4559	exhaust	0	0	0	0	0	1	0	0	0	0
4560	exhausted	0	0	0	0	0	1	0	1	0	0
4561	exhaustion	0	1	0	0	0	1	0	1	0	0
4562	exhaustive	0	0	0	0	0	0	0	0	0	1
4565	exhilaration	0	0	0	0	1	0	1	0	1	0
4566	exhort	0	0	0	0	0	0	1	0	0	0
4567	exhortation	0	0	0	0	0	0	1	0	0	0
4568	exigent	0	1	1	1	0	1	0	0	1	0
4569	exile	1	0	0	1	0	1	0	1	0	0
4571	existence	0	0	0	0	0	0	1	0	0	0
4577	exorcism	0	0	0	1	0	1	0	1	0	0
4579	exotic	0	0	0	0	0	0	1	0	0	0
4585	expatriate	0	0	0	0	0	1	0	0	0	0
4586	expect	0	1	0	0	0	0	1	0	1	1
4587	expectancy	0	1	0	0	0	0	0	0	0	0
4588	expectant	0	1	0	0	0	0	0	0	0	0
4589	expectation	0	1	0	0	0	0	1	0	0	0
4590	expected	0	1	0	0	0	0	0	0	0	0
4591	expecting	0	1	0	0	0	0	0	0	0	0
4593	expedient	0	0	0	0	1	0	1	0	0	1
4595	expedition	0	1	0	0	0	0	1	0	0	0
4597	expel	1	0	1	1	0	1	0	1	0	0
4598	expenditure	0	0	0	0	0	1	0	0	0	0
4600	expenses	0	0	0	0	0	1	0	0	0	0
4603	experienced	0	0	0	0	0	0	1	0	0	1
4605	experiment	0	1	0	0	0	0	0	0	1	0
4608	expert	0	0	0	0	0	0	1	0	0	1
4609	expertise	0	0	0	0	0	0	1	0	0	1
4611	expire	0	0	0	0	0	1	0	1	0	0
4612	expired	0	0	0	0	0	1	0	0	0	0
4614	explain	0	0	0	0	0	0	1	0	0	1
4617	expletive	1	0	0	0	0	1	0	0	0	0
4619	explode	1	0	0	1	0	1	0	1	1	0
4621	explore	0	1	0	0	0	0	0	0	0	0
4623	explosion	0	0	0	1	0	1	0	0	1	0
4624	explosive	1	1	0	1	0	1	0	0	1	0
4629	expose	0	1	0	1	0	0	0	0	0	0
4630	exposed	0	0	0	0	0	1	0	0	0	0
4638	expropriation	0	0	0	0	0	1	0	0	0	0
4639	expulsion	1	0	1	1	0	1	0	1	0	0
4640	exquisite	0	0	0	0	1	0	1	0	0	0
4641	exquisitely	0	0	0	0	0	0	1	0	0	0
4643	extend	0	0	0	0	0	0	1	0	0	0
4647	extensive	0	0	0	0	0	0	1	0	0	0
4650	exterminate	0	0	0	1	0	1	0	1	0	0
4651	extermination	1	0	0	1	0	1	0	0	0	0
4654	extinct	0	0	0	0	0	1	0	1	0	0
4655	extinguish	1	0	0	0	0	1	0	0	0	0
4656	extra	0	0	0	0	0	0	1	0	0	0
4662	extrajudicial	0	0	0	1	0	1	0	0	0	0
4665	extraordinary	0	0	0	0	0	0	1	0	0	0
4669	extremity	0	0	0	0	0	1	0	0	0	0
4670	extricate	0	1	0	0	0	0	1	0	0	0
4673	exuberance	0	0	0	0	1	0	1	0	0	0
4680	eyewitness	0	0	0	0	0	0	0	0	0	1
4683	fabricate	0	0	0	0	0	1	0	0	0	0
4685	fabrication	0	0	0	0	0	1	0	0	0	1
4690	facilitate	0	0	0	0	0	0	1	0	0	0
4694	fact	0	0	0	0	0	0	0	0	0	1
4698	facts	0	0	0	0	0	0	1	0	0	1
4700	faculty	0	0	0	0	0	0	1	0	0	1
4702	fade	0	0	0	0	0	1	0	0	0	0
4704	faeces	0	0	1	0	0	1	0	0	0	0
4705	failing	1	1	0	1	0	1	0	1	0	0
4706	failure	0	0	1	1	0	1	0	1	0	0
4707	fain	0	1	0	0	1	0	1	0	0	1
4708	fainting	0	0	0	1	0	1	0	1	1	0
4709	fair	0	0	0	0	0	0	1	0	0	0
